Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Unnamed: 4;Unnamed: 5;Unnamed: 6;Unnamed: 7;PC6;Naam manege;Straat en huisnummer;Plaats;KVK nummer
2024;2435NC;1; 74.800 ;;;;;2435NC;;;;
2024;2435ND;1; 865.500 ;;;;;2435ND;;;;
2024;2435NK;1; 151.900 ;;;;;2435NK;;;;
2024;2440;1; 9.000 ;;;;;;;;;
2024;2441GG;1; 528.000 ;;;;;2441GG;;;;
2024;2445AA;1; 612.680 ;;;;;2445AA;;;;
2024;2451BB;1; 459.100 ;;;;;2451BB;Maatschap Gebr Kea;Willem van der Veldenweg 8;Leimuiden;27354120
2024;2460;1; 1.052.360 ;;;;;;;;;
2024;2461BZ;1; 126.900 ;;;;;2461BZ;;;;
2024;2461CN;1; 789.600 ;;;;;2461CN;;;;
2024;2461EJ;1; 62.300 ;;;;;2461EJ;;;;
2024;2461EW;1; 108.700 ;;;;;2461EW;;;;
2024;2471XE;1; 165.000 ;;;;;2471XE;;;;
2024;2481KE;2; 581.444 ;;;;;2481KE;;;;
2024;2481KT;1; 70.300 ;;;;;2481KT;;;;
2024;2481KX;1; 316.850 ;;;;;2481KX;Gph Stud;Boddens Hosangweg 45;Woubrugge;28078537
2024;2481NA;1; 483.320 ;;;;;2481NA;;;;
2024;2481NB;1; 664.900 ;;;;;2481NB;;;;
2024;2493ZH;1; 354.008 ;;;;;2493ZH;;;;
2024;2493ZJ;1; 109.600 ;;;;;2493ZJ;;;;
2024;2495AG;1; 595.000 ;;;;;2495AG;;;;
2024;2497NX;1; 601.400 ;;;;;2497NX;;;;
2024;2500;1; 630.200 ;;;;;;;;;
2024;2514BP;1; 134.800 ;;;;;2514BP;;;;
2024;2514CV;1; 215.300 ;;;;;2514CV;;;;
2024;2514HA;1; 642.600 ;;;;;2514HA;;;;
2024;2520;1; 513.160 ;;;;;;;;;
2024;2530;1; 1.021.900 ;;;;;;;;;
2024;2533SX;1; 122.700 ;;;;;2533SX;;;;
2024;2544LG;1; 1.588.700 ;;;;;2544LG;;;;
2024;2544NS;1; 897.100 ;;;;;2544NS;;;;
2024;2550;1; 647.100 ;;;;;;;;;
2024;2552RD;1; 250.800 ;;;;;2552RD;;;;
2024;2553EG;1; 390.200 ;;;;;2553EG;;;;
2024;2553EP;1; 292.480 ;;;;;2553EP;;;;
2024;2555VW;1; 40.100 ;;;;;2555VW;;;;
2024;2560;1; 158.400 ;;;;;;;;;
2024;2564CW;1; 110.500 ;;;;;2564CW;;;;
2024;2565AB;1; 687.600 ;;;;;2565AB;;;;
2024;2580;1; 137.320 ;;;;;;;;;
2024;2585HD;1; 8.000 ;;;;;2585HD;;;;
2024;2597JH;1; 279.200 ;;;;;2597JH;;;;
2024;2623NB;1; 13.600 ;;;;;2623NB;;;;
2024;2629HD;2; 805.100 ;;;;;2629HD;Stal Poot;Rotterdamseweg 191 A;Delft;54972914
2024;2629JE;1; 3.472.700 ;;;;;2629JE;Manege De Prinsenstad Bv;Rijksstraatweg 145;Delft;27219574
2024;2630;1; 292.400 ;;;;;;;;;
2024;2631NC;1; 55.380 ;;;;;2631NC;;;;
2024;2631PB;1; 1.812.000 ;;;;;2631PB;;;;
2024;2631PR;1; 640.000 ;;;;;2631PR;;;;
2024;2635AC;2; 1.639.000 ;;;;;2635AC;;;;
2024;2636AK;1; 137.000 ;;;;;2636AK;;;;
2024;2636AW;1; 194.400 ;;;;;2636AW;;;;
2024;2636AX;1; 119.742 ;;;;;2636AX;;;;
2024;2636EC;2; 832.900 ;;;;;2636EC;Stal Langelaan;Oostveenseweg 9;Schipluiden;66275385
2024;2636ED;1; 36.640 ;;;;;2636ED;Olsthoorn Stables;Oostveenseweg 4;Schipluiden;27282076
2024;2636EG;1; 94.000 ;;;;;2636EG;;;;
2024;2636KE;1; 490.000 ;;;;;2636KE;;;;
2024;2641AZ;1; 401.800 ;;;;;2641AZ;;;;
2024;2641NE;1; 40.500 ;;;;;2641NE;;;;
2024;2641NR;1; 28.305 ;;;;;2641NR;;;;
2024;2641NX;3; 1.234.000 ;;;;;2641NX;;;;
2024;2641NZ;1; 275.200 ;;;;;2641NZ;;;;
2024;2641PC;1; 633.600 ;;;;;2641PC;;;;
2024;2641PX;1; 175.700 ;;;;;2641PX;;;;
2024;2641TX;1; 96.300 ;;;;;2641TX;;;;
2024;2642KN;1; 396.400 ;;;;;2642KN;;;;
2024;2645BD;1; 700.200 ;;;;;2645BD;Dressage Horses Vitale Prijs;Zuideindseweg 25;Delfgauw;60696702
2024;2645BE;1; 150.500 ;;;;;2645BE;;;;
2024;2645BH;1; 68.000 ;;;;;2645BH;;;;
2024;2645CA;1; 30.500 ;;;;;2645CA;;;;
2024;2651KV;1; 201.000 ;;;;;2651KV;Stoeterij Galloper;Kleihoogt 11 b;Berkel en Rodenrijs;27275688
2024;2651LN;1; 207.800 ;;;;;2651LN;;;;
2024;2651LV;1; 240.500 ;;;;;2651LV;;;;
2024;2661CS;1; 1.654.900 ;;;;;2661CS;;;;
2024;2661CT;1; 158.600 ;;;;;2661CT;;;;
2024;2661DD;1; 47.000 ;;;;;2661DD;;;;
2024;2661ET;1; 281.100 ;;;;;2661ET;;;;
2024;2661GT;1; 1.507.800 ;;;;;2661GT;;;;
2024;2661JK;1; 113.000 ;;;;;2661JK;;;;
2024;2665HA;1; 527.200 ;;;;;2665HA;;;;
2024;2665HS;1; 54.000 ;;;;;2665HS;;;;
2024;2665KB;1; 201.000 ;;;;;2665KB;;;;
2024;2665KG;1; 96.900 ;;;;;2665KG;;;;
2024;2665KM;1; 820.600 ;;;;;2665KM;Cooperatie Fair To Horses Ua;Merenweg 25;Bleiswijk;72371544
2024;2665KR;1; 636.100 ;;;;;2665KR;;;;
2024;2665LC;1; 229.000 ;;;;;2665LC;;;;
2024;2671MR;1; 991.600 ;;;;;2671MR;;;;
2024;2675EE;1; 192.600 ;;;;;2675EE;;;;
2024;2676BM;1; 161.700 ;;;;;2676BM;;;;
2024;2681GG;1; 392.300 ;;;;;2681GG;;;;
2024;2681LP;1; 159.500 ;;;;;2681LP;Stal Zwartendijk Bv;Zwartendijk 39;Monster;27227428
2024;2681MR;1; 22.000 ;;;;;2681MR;;;;
2024;2681PJ;1; 720.200 ;;;;;2681PJ;;;;
2024;2681RH;1; 123.400 ;;;;;2681RH;Stal Vink Trotteur Francais;Boomaweg 20 A;Monster;58504834
2024;2685BA;1; 59.700 ;;;;;2685BA;;;;
2024;2685SM;1; 1.005.800 ;;;;;2685SM;;;;
2024;2691KE;1; 420.900 ;;;;;2691KE;;;;
2024;2691NE;1; 186.000 ;;;;;2691NE;;;;
2024;2716NH;1; 789.600 ;;;;;2716NH;;;;
2024;2716NK;1; 229.000 ;;;;;2716NK;;;;
2024;2716RB;1; 586.000 ;;;;;2716RB;;;;
2024;2717PA;1; 323.300 ;;;;;2717PA;;;;
2024;2719JW;1; 559.000 ;;;;;2719JW;;;;
2024;2719RB;1; 246.000 ;;;;;2719RB;Stal Dijkshoorn;Vierde Stationsstraat 450;Zoetermeer;60344008
2024;2728PD;1; 231.000 ;;;;;2728PD;;;;
2024;2741GB;1; 226.000 ;;;;;2741GB;;;;
2024;2742AG;1; 45.800 ;;;;;2742AG;;;;
2024;2742JA;1; 1.319.000 ;;;;;2742JA;;;;
2024;2742KC;1; 764.340 ;;;;;2742KC;Stal Hoogendoorn Bv;Plasweg 24 A;Waddinxveen;62268562
2024;2742WJ;1; 2.244.020 ;;;;;2742WJ;;;;
2024;2761DB;1; 222.400 ;;;;;2761DB;;;;
2024;2761GD;1; 87.700 ;;;;;2761GD;;;;
2024;2761JE;1; 57.660 ;;;;;2761JE;;;;
2024;2761JK;1; 42.400 ;;;;;2761JK;;;;
2024;2761KA;1; 58.600 ;;;;;2761KA;;;;
2024;2771AB;1; 299.500 ;;;;;2771AB;;;;
2024;2771RW;1; 612.040 ;;;;;2771RW;Manege Bentwoud Bv;Sportlaan 3;Boskoop;29048759
2024;2803HG;1; 202.600 ;;;;;2803HG;;;;
2024;2804AA;1; 322.640 ;;;;;2804AA;;;;
2024;2805HL;1; 737.900 ;;;;;2805HL;;;;
2024;2809NE;2; 488.280 ;;;;;2809NE;;;;
2024;2811NS;2; 769.600 ;;;;;2811NS;Van Os Horses;Parallelweg 8;Reeuwijk;68483759
2024;2821LB;1; 225.000 ;;;;;2821LB;;;;
2024;2821XZ;1; 231.100 ;;;;;2821XZ;John Reijm;Bovenkerkseweg 112;Stolwijk;24476273
2024;2825AH;1; 40.450 ;;;;;2825AH;;;;
2024;2831KA;1; 1.058.840 ;;;;;2831KA;;;;
2024;2841BT;1; 400.500 ;;;;;2841BT;;;;
2024;2841LD;1; 775.200 ;;;;;2841LD;;;;
2024;2841LL;1; 128.900 ;;;;;2841LL;;;;
2024;2841LM;1; 278.000 ;;;;;2841LM;;;;
2024;2841LR;1; 348.320 ;;;;;2841LR;;;;
2024;2841LS;1; 54.400 ;;;;;2841LS;;;;
2024;2851AK;1; 24.000 ;;;;;2851AK;;;;
2024;2851EJ;1; 504.300 ;;;;;2851EJ;;;;
2024;2851EK;1; 197.000 ;;;;;2851EK;;;;
2024;2851LB;1; 47.560 ;;;;;2851LB;;;;
2024;2861BC;2; 259.200 ;;;;;2861BC;;;;
2024;2861ET;1; 56.100 ;;;;;2861ET;;;;
2024;2861GC;1; 50.400 ;;;;;2861GC;;;;
2024;2861LJ;1; 24.900 ;;;;;2861LJ;;;;
2024;2861LM;1; 303.300 ;;;;;2861LM;;;;
2024;2871AW;1; 970.000 ;;;;;2871AW;;;;
2024;2907LE;1; 2.424.700 ;;;;;2907LE;;;;
2024;2909LK;1; 16.000 ;;;;;2909LK;;;;
2024;2910;1; 561.400 ;;;;;;;;;
2024;2911BB;1; 73.000 ;;;;;2911BB;;;;
2024;2911BE;1; 715.700 ;;;;;2911BE;;;;
2024;2911LB;1; 1.032.200 ;;;;;2911LB;;;;
2024;2911LZ;1; 208.560 ;;;;;2911LZ;;;;
2024;2912EE;1; 2.352.000 ;;;;;2912EE;;;;
2024;2920;1; 1.834.260 ;;;;;;;;;
2024;2921AS;1; 593.900 ;;;;;2921AS;;;;
2024;2931XD;1; 136.400 ;;;;;2931XD;;;;
2024;2935BG;1; 19.175 ;;;;;2935BG;;;;
2024;2941AR;1; 8.000 ;;;;;2941AR;;;;
2024;2941LD;1; 1.608.100 ;;;;;2941LD;;;;
2024;2950;1; 185.750 ;;;;;;;;;
2024;2952AV;1; 350.300 ;;;;;2952AV;;;;
2024;2954LD;1; 382.700 ;;;;;2954LD;Stoeterij Kortland;Kortland 42 c;Alblasserdam;77036913
2024;2960;1; 3.900.920 ;;;;;;;;;
2024;2964LA;1; 249.000 ;;;;;2964LA;;;;
2024;2967GE;1; 423.000 ;;;;;2967GE;Dressuurhof;Lekdijk 110;Langerak;24403772
2024;2969LC;1; 373.800 ;;;;;2969LC;;;;
2024;2970;1; 583.800 ;;;;;;;;;
2024;2971AB;1; 357.300 ;;;;;2971AB;;;;
2024;2971VH;1; 18.955 ;;;;;2971VH;;;;
2024;2971XB;1; 95.000 ;;;;;2971XB;;;;
2024;2980;1; 423.200 ;;;;;;;;;
2024;2982CM;1; 69.800 ;;;;;2982CM;Grevenbroek Sporthorses Bv;Kastanjelaan 26 b;Ridderkerk;24170335
2024;2982TN;1; 640.000 ;;;;;2982TN;;;;
2024;2983GA;1; 298.000 ;;;;;2983GA;Stoeterij De Woude Bv;Benedenrijweg 69 a;Ridderkerk;24297363
2024;2986AA;1; 96.000 ;;;;;2986AA;;;;
2024;2986XA;1; 78.500 ;;;;;2986XA;;;;
2024;2988AD;1; 242.000 ;;;;;2988AD;;;;
2024;2988CC;1; 129.700 ;;;;;2988CC;;;;
2024;2989AL;1; 53.000 ;;;;;2989AL;;;;
2024;2990;1; 4.868.200 ;;;;;;;;;
2024;2991LJ;1; 530.150 ;;;;;2991LJ;;;;
2024;2992XE;1; 751.700 ;;;;;2992XE;;;;
2024;2993AT;1; 52.800 ;;;;;2993AT;;;;
2024;2995XC;1; 211.700 ;;;;;2995XC;Plaizier Dressage Stables;Develweg 1;Heerjansdam;74728024
2024;2995XK;2; 372.800 ;;;;;2995XK;Wl Plaizier Sportpaarden Bv;Lindeweg 14 C;Heerjansdam;23063725
2024;2995XL;1; 257.700 ;;;;;2995XL;;;;
2024;3011WD;1; 184.200 ;;;;;3011WD;;;;
2024;3041JE;1; 1.016.100 ;;;;;3041JE;;;;
2024;3045PX;1; 316.220 ;;;;;3045PX;;;;
2024;3046NJ;2; 172.600 ;;;;;3046NJ;Lj Ursem Beheer Bv;Hofweg 63;Rotterdam;27313435
2024;3046NR;1; 411.900 ;;;;;3046NR;;;;
2024;3046NW;1; 113.100 ;;;;;3046NW;;;;
2024;3053PM;1; 286.100 ;;;;;3053PM;;;;
2024;3056KA;1; 8.026.628 ;;;;;3056KA;;;;
2024;3056LM;1; 100.860 ;;;;;3056LM;;;;
2024;3062CG;1; 1.369.260 ;;;;;3062CG;;;;
2024;3067GA;1; 12.400 ;;;;;3067GA;;;;
2024;3075ZJ;1; 162.800 ;;;;;3075ZJ;;;;
2024;3080;1; 138.620 ;;;;;;;;;
2024;3085BW;1; 636.900 ;;;;;3085BW;;;;
2024;3088NA;1; 211.000 ;;;;;3088NA;;;;
2024;3117ZA;1; 15.000 ;;;;;3117ZA;;;;
2024;3124KA;2; 1.014.100 ;;;;;3124KA;;;;
2024;3124KC;1; 399.700 ;;;;;3124KC;Jg Van Der Vlugt Vof;Joppelaan 4;Schiedam;64359034
2024;3124KD;1; 739.700 ;;;;;3124KD;;;;
2024;3128;1; 26.000 ;;;;;;;;;
2024;3132KB;1; 27.000 ;;;;;3132KB;Stal Van Santvliet Bv;Zuidbuurt 36;Vlaardingen;64059480
2024;3138HA;1; 1.643.000 ;;;;;3138HA;;;;
2024;3141EM;1; 1.391.600 ;;;;;3141EM;;;;
2024;3141EN;1; 471.500 ;;;;;3141EN;;;;
2024;3151XV;1; 887.600 ;;;;;3151XV;;;;
2024;3155CC;1; 457.000 ;;;;;3155CC;;;;
2024;3161DS;1; 86.200 ;;;;;3161DS;;;;
2024;3161EP;1; 110.300 ;;;;;3161EP;High Flown Stud;Nieuweweg 7;Rhoon;24397797
2024;3161HM;1; 589.800 ;;;;;3161HM;;;;
2024;3161PH;1; 42.400 ;;;;;3161PH;;;;
2024;3181LK;1; 261.700 ;;;;;3181LK;;;;
2024;3192KA;1; 965.100 ;;;;;3192KA;;;;
2024;3195GR;1; 217.000 ;;;;;3195GR;;;;
2024;3208KJ;1; 145.200 ;;;;;3208KJ;Ems Trading Bv;Curieweg 11 E;Spijkenisse;77263979
2024;3208LR;1; 1.169.800 ;;;;;3208LR;;;;
2024;3209BC;1; 1.186.600 ;;;;;3209BC;Stoeterij Willemshof;Toldijk 7 A;Hekelingen;53624637
2024;3211LA;1; 219.800 ;;;;;3211LA;Ge Timmer;Dankerseweg 10;Geervliet;24206066
2024;3212LC;1; 210.400 ;;;;;3212LC;;;;
2024;3212LN;1; 267.600 ;;;;;3212LN;;;;
2024;3212LT;1; 935.000 ;;;;;3212LT;;;;
2024;3214LD;1; 132.500 ;;;;;3214LD;;;;
2024;3214VP;1; 353.700 ;;;;;3214VP;;;;
2024;3216LB;1; 147.900 ;;;;;3216LB;;;;
2024;3218LB;1; 217.500 ;;;;;3218LB;;;;
2024;3222EJ;1; 343.600 ;;;;;3222EJ;;;;
2024;3222ER;1; 622.400 ;;;;;3222ER;;;;
2024;3223LA;1; 584.100 ;;;;;3223LA;;;;
2024;3223LB;1; 14.000 ;;;;;3223LB;Paulinehoeve;Betjesweg 1;Hellevoetsluis;67535089
2024;3223LM;1; 134.600 ;;;;;3223LM;;;;
2024;3227AG;1; 176.700 ;;;;;3227AG;;;;
2024;3227AH;1; 143.500 ;;;;;3227AH;;;;
2024;3227CC;1; 103.700 ;;;;;3227CC;;;;
2024;32289;1; 232.600 ;;;;;;;;;
2024;3231LG;1; 74.200 ;;;;;3231LG;;;;
2024;3232LC;1; 127.000 ;;;;;3232LC;;;;
2024;3233LA;2; 344.100 ;;;;;3233LA;Aelbrechtshoeve;Aelbrechtsweg 10;Oostvoorne;65180496
2024;3234KR;1; 1.449.800 ;;;;;3234KR;;;;
2024;3235KA;2; 161.900 ;;;;;3235KA;;;;
2024;3235KK;1; 73.400 ;;;;;3235KK;;;;
2024;3235KL;1; 983.900 ;;;;;3235KL;;;;
2024;3235KP;1; 446.500 ;;;;;3235KP;Stoeterij Koningshoek;Natersedijk 1 a;Rockanje;24325816
2024;3235LA;1; 70.780 ;;;;;3235LA;;;;
2024;3235LP;1; 259.800 ;;;;;3235LP;;;;
2024;3235NG;1; 59.800 ;;;;;3235NG;;;;
2024;3235NJ;1; 30.000 ;;;;;3235NJ;;;;
2024;3235NT;1; 70.500 ;;;;;3235NT;;;;
2024;3235NW;1; 256.600 ;;;;;3235NW;;;;
2024;3235NX;2; 399.600 ;;;;;3235NX;;;;
2024;3235XH;2; 190.700 ;;;;;3235XH;;;;
2024;3237KL;1; 772.200 ;;;;;3237KL;;;;
2024;3237LA;1; 216.200 ;;;;;3237LA;;;;
2024;3238LC;1; 1.645.300 ;;;;;3238LC;P De Ronde;Meeldijk 1;Zwartewaal;24198953
2024;3238LH;2; 298.800 ;;;;;3238LH;;;;
2024;3238LS;1; 357.200 ;;;;;3238LS;;;;
2024;3241LL;1; 10.200 ;;;;;3241LL;;;;
2024;3243AC;1; 639.700 ;;;;;3243AC;;;;
2024;3243LE;1; 905.800 ;;;;;3243LE;;;;
2024;3244AN;2; 261.900 ;;;;;3244AN;Bouhuisen Sporthorses;Molendijk 116 a;Nieuwe-Tonge;74942840
2024;3245LR;1; 440.700 ;;;;;3245LR;Maatschap Van Eck Bestman;Kraaijensteinsedijk 16;Sommelsdijk;24476636
2024;3245NC;1; 136.200 ;;;;;3245NC;;;;
2024;3247LD;1; 95.200 ;;;;;3247LD;Awb Paardenfokkerij Bv;Oost Havendijk 24;Dirksland;52582949
2024;3248BR;1; 328.600 ;;;;;3248BR;;;;
2024;3253KB;1; 885.400 ;;;;;3253KB;;;;
2024;3255LL;1; 32.400 ;;;;;3255LL;Loonbedrijfveebedrijf Tieleman Bv;Noordlandsedijk 1 a;Oude-Tonge;54118913
2024;3255LM;1; 600.900 ;;;;;3255LM;Anicare Vof;Oostendesedijk 9;Oude-Tonge;64090396
2024;3255LX;1; 40.000 ;;;;;3255LX;;;;
2024;3258LN;1; 396.600 ;;;;;3258LN;;;;
2024;3261LG;1; 5.000 ;;;;;3261LG;;;;
2024;3262BB;1; 119.100 ;;;;;3262BB;;;;
2024;3262BH;1; 333.500 ;;;;;3262BH;Stal Kramer;Zinkweg 272;Oud-Beijerland;23083469
2024;3263AP;1; 940.700 ;;;;;3263AP;Coomans Holding Bv;Binnenpad 257;Oud-Beijerland;59771674
2024;3263RA;1; 916.600 ;;;;;3263RA;;;;
2024;3264LT;1; 783.800 ;;;;;3264LT;;;;
2024;3271LD;1; 208.400 ;;;;;3271LD;;;;
2024;3273AZ;1; 283.800 ;;;;;3273AZ;;;;
2024;3273LM;2; 891.100 ;;;;;3273LM;;;;
2024;3274KD;1; 475.500 ;;;;;3274KD;;;;
2024;3274NA;1; 189.600 ;;;;;3274NA;;;;
2024;3281KN;1; 96.820 ;;;;;3281KN;;;;
2024;3281KV;1; 310.400 ;;;;;3281KV;;;;
2024;3281LT;1; 120.800 ;;;;;3281LT;;;;
2024;3284KR;1; 175.100 ;;;;;3284KR;Maatschap Van Hilten;Nieuwendijk 8;Zuid-Beijerland;73343455
2024;3284LJ;1; 505.900 ;;;;;3284LJ;;;;
2024;3284LR;1; 956.800 ;;;;;3284LR;;;;
2024;3286LC;1; 38.100 ;;;;;3286LC;;;;
2024;3291CE;1; 233.300 ;;;;;3291CE;;;;
2024;3291LJ;1; 511.080 ;;;;;3291LJ;;;;
2024;3291LM;1; 220.000 ;;;;;3291LM;Pensionstal Overwater;Oudendijk 11;Strijen;60123362
2024;3292LA;1; 531.900 ;;;;;3292LA;;;;
2024;3311JG;1; 265.600 ;;;;;3311JG;;;;
2024;3317JP;1; 642.600 ;;;;;3317JP;;;;
2024;3328AS;1; 34.000 ;;;;;3328AS;;;;
2024;3328LE;1; 167.520 ;;;;;3328LE;;;;
2024;3329KA;1; 251.100 ;;;;;3329KA;;;;
2024;3329KH;1; 356.600 ;;;;;3329KH;;;;
2024;3329KM;1; 1.200.500 ;;;;;3329KM;;;;
2024;3329KS;1; 12.000 ;;;;;3329KS;Stal De Elzen;Van Elzelingenweg 17;Dordrecht;66107016
2024;3329KT;1; 791.300 ;;;;;3329KT;De Randhoeve;Wieldrechtse Zeedijk 4;Dordrecht;75044994
2024;3329LA;1; 893.300 ;;;;;3329LA;;;;
2024;33334;1; 70.900 ;;;;;;;;;
2024;3334LB;1; 148.800 ;;;;;3334LB;;;;
2024;3335LD;1; 288.000 ;;;;;3335LD;Van Gilst;Kijfhoek 35;Zwijndrecht;24453946
2024;3335LJ;2; 1.670.600 ;;;;;3335LJ;;;;
2024;3343LE;1; 65.800 ;;;;;3343LE;;;;
2024;3355PM;1; 598.700 ;;;;;3355PM;;;;
2024;3363WB;1; 235.400 ;;;;;3363WB;;;;
2024;3364AK;1; 894.400 ;;;;;3364AK;;;;
2024;3364BC;1; 2.946.120 ;;;;;3364BC;Stoeterij Black Horses Bv;Kweldamweg 8;Sliedrecht;54105889
2024;3366BE;1; 92.200 ;;;;;3366BE;;;;
2024;3372DV;1; 1.046.600 ;;;;;3372DV;;;;
2024;3373LA;1; 572.200 ;;;;;3373LA;;;;
2024;3381GC;2; 426.000 ;;;;;3381GC;Stal Vonk;Binnendamseweg 18;Giessenburg;30274641
2024;3381JR;1; 348.900 ;;;;;3381JR;Hengstenhouderij Landzicht Bv;Neerpolderseweg 73;Giessenburg;11060036
2024;3381JT;1; 97.800 ;;;;;3381JT;;;;
2024;3381KS;1; 229.600 ;;;;;3381KS;;;;
2024;3401NT;1; 99.300 ;;;;;3401NT;Achtersloot Stables;Achtersloot 65;IJsselstein;30118859
2024;3401VA;1; 549.900 ;;;;;3401VA;Stal Van Vliet;Lage Dijk-Noord 28;IJsselstein;73587729
2024;3402PH;1; 157.000 ;;;;;3402PH;;;;
2024;3405CJ;1; 238.400 ;;;;;3405CJ;;;;
2024;3411NB;1; 90.000 ;;;;;3411NB;Paardenrusthuis Jakari Vof;Tiendweg 12;Lopik;53817540
2024;3417BN;1; 353.800 ;;;;;3417BN;Stal Centaurus;Blindeweg 3;Montfoort;53386345
2024;3417BR;1; 452.060 ;;;;;3417BR;;;;
2024;3417MC;1; 89.000 ;;;;;3417MC;Swi Stylingbureau;Willeskop 77;Montfoort;30272422
2024;3417ME;1; 473.800 ;;;;;3417ME;;;;
2024;3417XG;1; 440.400 ;;;;;3417XG;;;;
2024;3421VJ;1; 167.000 ;;;;;3421VJ;;;;
2024;3425EN;1; 385.000 ;;;;;3425EN;;;;
2024;3425TG;1; 694.761 ;;;;;3425TG;;;;
2024;3444BC;1; 545.600 ;;;;;3444BC;;;;
2024;3449HJ;1; 122.500 ;;;;;3449HJ;;;;
2024;3451GA;1; 231.200 ;;;;;3451GA;;;;
2024;3451HJ;1; 814.120 ;;;;;3451HJ;;;;
2024;3454HX;2; 1.948.000 ;;;;;3454HX;;;;
2024;3455RM;1; 141.500 ;;;;;3455RM;;;;
2024;3455RN;1; 109.020 ;;;;;3455RN;;;;
2024;3467PC;1; 116.000 ;;;;;3467PC;;;;
2024;3471GV;1; 26.300 ;;;;;3471GV;;;;
2024;3471HJ;1; 43.500 ;;;;;3471HJ;;;;
2024;3481BC;1; 74.000 ;;;;;3481BC;;;;
2024;3481CT;1; 1.162.500 ;;;;;3481CT;;;;
2024;3481GW;1; 358.000 ;;;;;3481GW;A De Wit Paardenfokkerij;Dorpeldijk 6;Harmelen;58055819
2024;3481LD;1; 22.000 ;;;;;3481LD;Merel Massop Dressage;Reijerscop 9 B;Harmelen;70697779
2024;3481LE;2; 107.500 ;;;;;3481LE;Ponycentrum Van Eck;Reijerscop 18;Harmelen;30148682
2024;3481LN;1; 186.600 ;;;;;3481LN;;;;
2024;3481LR;1; 132.300 ;;;;;3481LR;Vof Nieuwpoort Bos;Breudijk 52;Harmelen;30284950
2024;3566MH;1; 180.400 ;;;;;3566MH;;;;
2024;3573PS;1; 325.700 ;;;;;3573PS;;;;
2024;3573PT;1; 438.400 ;;;;;3573PT;;;;
2024;3581BG;1; 743.400 ;;;;;3581BG;;;;
2024;3584AB;1; 52.000 ;;;;;3584AB;;;;
2024;3584CL;1; 1.473.800 ;;;;;3584CL;;;;
2024;3601XR;1; 384.500 ;;;;;3601XR;;;;
2024;3602AH;1; 207.700 ;;;;;3602AH;;;;
2024;3615AA;1; 118.000 ;;;;;3615AA;Dierenarts Maarten Pieterse;Kooijdijk 21;Westbroek;57407835
2024;3621LA;2; 288.800 ;;;;;3621LA;Benz Fokkerij;Oud Aa 39 a;Breukelen;60164735
2024;3621LE;1; 812.100 ;;;;;3621LE;;;;
2024;3632ER;1; 432.000 ;;;;;3632ER;;;;
2024;3632GA;1; 67.180 ;;;;;3632GA;;;;
2024;3633AK;1; 278.700 ;;;;;3633AK;;;;
2024;3640;1; 208.000 ;;;;;;;;;
2024;3641PH;1; 17.200 ;;;;;3641PH;;;;
2024;3641PR;1; 767.600 ;;;;;3641PR;;;;
2024;3641PX;1; 195.000 ;;;;;3641PX;;;;
2024;3641RA;1; 235.000 ;;;;;3641RA;Mpm Straathof;Tienboerenweg 22;Mijdrecht;30175635
2024;3641RK;1; 90.600 ;;;;;3641RK;;;;
2024;3645CL;1; 141.700 ;;;;;3645CL;;;;
2024;3646AL;1; 170.900 ;;;;;3646AL;Paardenhouderij Van Der Eijk Maatschap;Proostdijerdwarsweg 3;Waverveen;30269728
2024;3646AS;1; 109.700 ;;;;;3646AS;;;;
2024;3646AT;1; 668.800 ;;;;;3646AT;Panta Rhei;1e Velddwarsweg 3;Waverveen;63301245
2024;3646AV;1; 471.920 ;;;;;3646AV;;;;
2024;3648NM;1; 101.800 ;;;;;3648NM;Van Zijl Vof;Bovendijk 36;Wilnis;54303028
2024;3707HN;1; 449.000 ;;;;;3707HN;;;;
2024;3707NZ;1; 471.500 ;;;;;3707NZ;;;;
2024;3709JN;1; 365.400 ;;;;;3709JN;Vof T Hoeveke;Bunsinglaan 17;Zeist;58876723
2024;3722GX;1; 379.900 ;;;;;3722GX;;;;
2024;3723BB;1; 547.000 ;;;;;3723BB;;;;
2024;3723MC;1; 879.600 ;;;;;3723MC;;;;
2024;3731GB;1; 229.000 ;;;;;3731GB;Stal Griftenstein;Utrechtseweg 371;De Bilt;30114240
2024;3732HT;1; 44.000 ;;;;;3732HT;;;;
2024;3732HV;1; 72.000 ;;;;;3732HV;;;;
2024;3732HX;1; 83.300 ;;;;;3732HX;Agm Huurdeman;Universiteitsweg 10;De Bilt;59166363
2024;3734BP;1; 326.800 ;;;;;3734BP;;;;
2024;3737AD;1; 31.600 ;;;;;3737AD;T Spelt;Groenekanseweg 151;Groenekan;30271518
2024;3737AJ;1; 165.100 ;;;;;3737AJ;;;;
2024;3737BL;1; 817.000 ;;;;;3737BL;Stal Van Brenk Bv;Voordorpsedijk 29;Groenekan;74470132
2024;3737MD;1; 712.200 ;;;;;3737MD;;;;
2024;3737MN;1; 921.300 ;;;;;3737MN;;;;
2024;3737MR;1; 472.800 ;;;;;3737MR;;;;
2024;3737RH;1; 77.000 ;;;;;3737RH;;;;
2024;3738MA;1; 277.500 ;;;;;3738MA;;;;
2024;3738XL;1; 208.000 ;;;;;3738XL;;;;
