Postcode,Naam manege,Straat en huisnummer,Plaats,Telefoonnummer (indien beschikbaar)
2911LZ,Geen klikbaar resultaat,,,
2912EE,Geen klikbaar resultaat,,,
2920,Geen klikbaar resultaat,,,
2921AS,Geen klikbaar resultaat,,,
2931XD,Geen klikbaar resultaat,,,
2935BG,Geen klikbaar resultaat,,,
2941AR,Geen klikbaar resultaat,,,
2941LD,Geen klikbaar resultaat,,,
2950,Geen FNRS-bedrijf (postcode mismatch),,,
2952AV,Geen FNRS-bedrijf (postcode mismatch),,,
2954LD,Geen FNRS-bedrijf (postcode mismatch),,,
2960,Geen FNRS-bedrijf (postcode mismatch),,,
2964LA,Geen FNRS-bedrijf (postcode mismatch),,,
2967GE,Geen FNRS-bedrijf (postcode mismatch),,,
2969LC,Geen FNRS-bedrijf (postcode mismatch),,,
2970,Geen FNRS-bedrijf (postcode mismatch),,,
2971AB,Geen FNRS-bedrijf (postcode mismatch),,,
2971VH,Geen FNRS-bedrijf (postcode mismatch),,,
2971XB,Geen FNRS-bedrijf (postcode mismatch),,,
2980,Geen klikbaar resultaat,,,
2982CM,Geen klikbaar resultaat,,,
2982TN,Geen klikbaar resultaat,,,
2983GA,Geen klikbaar resultaat,,,
2986AA,Geen klikbaar resultaat,,,
2986XA,Geen klikbaar resultaat,,,
2988AD,Geen klikbaar resultaat,,,
2988CC,Geen klikbaar resultaat,,,
2989AL,Geen FNRS-bedrijf (postcode mismatch),,,
2990,Geen FNRS-bedrijf (postcode mismatch),,,
2991LJ,Geen FNRS-bedrijf (postcode mismatch),,,
2992XE,Manege Filip Dros,Kooiwalbos 1,,010-4193188
2993AT,Geen FNRS-bedrijf (postcode mismatch),,,
2995XC,Geen FNRS-bedrijf (postcode mismatch),,,
2995XK,Geen FNRS-bedrijf (postcode mismatch),,,
2995XL,Geen FNRS-bedrijf (postcode mismatch),,,
3011WD,Geen klikbaar resultaat,,,
3041JE,Ruiter en ponyclub Schanswijk,Kanaalweg 82,,010-4623504
3045PX,Ponyclub de Schieruiters,Volkelstraat 31,,0647433143
3046NJ,Geen FNRS-bedrijf (postcode mismatch),,,
3046NR,Geen klikbaar resultaat,,,
3046NW,Geen FNRS-bedrijf (postcode mismatch),,,
3053PM,Geen FNRS-bedrijf (postcode mismatch),,,
3056KA,Geen FNRS-bedrijf (postcode mismatch),,,
3056LM,Geen FNRS-bedrijf (postcode mismatch),,,
3062CG,Rotterdamsche Manege 'De Jockeyclub',Kralingseweg 120,,010-7200724
3067GA,Geen FNRS-bedrijf (postcode mismatch),,,
3075ZJ,Geen FNRS-bedrijf (postcode mismatch),,,
3080,Geen FNRS-bedrijf (postcode mismatch),,,
3085BW,Geen FNRS-bedrijf (postcode mismatch),,,
3088NA,Geen FNRS-bedrijf (postcode mismatch),,,
3117ZA,Geen FNRS-bedrijf (postcode mismatch),,,
3124KA,Geen FNRS-bedrijf (postcode mismatch),,,
3124KC,Geen FNRS-bedrijf (postcode mismatch),,,
3124KD,Geen FNRS-bedrijf (postcode mismatch),,,
3128,Geen FNRS-bedrijf (postcode mismatch),,,
3132KB,Geen FNRS-bedrijf (postcode mismatch),,,
3138HA,LR & PC Die Flardingha Ruiters,Broekpolderweg 251,,010-4748425
3141EM,Geen FNRS-bedrijf (postcode mismatch),,,
3141EN,De Karperhoeve VOF,Zuidbuurt 5,,010-5911454
3151XV,Geen FNRS-bedrijf (postcode mismatch),,,
3155CC,Geen FNRS-bedrijf (postcode mismatch),,,
3161DS,Geen FNRS-bedrijf (postcode mismatch),,,
3161EP,Geen FNRS-bedrijf (postcode mismatch),,,
3161HM,Geen FNRS-bedrijf (postcode mismatch),,,
3161PH,Geen klikbaar resultaat,,,
3181LK,Geen klikbaar resultaat,,,
3192KA,Geen klikbaar resultaat,,,
3195GR,Geen klikbaar resultaat,,,
3208KJ,Geen klikbaar resultaat,,,
3208LR,Geen klikbaar resultaat,,,
3209BC,Geen klikbaar resultaat,,,
3211LA,Geen klikbaar resultaat,,,
3212LC,Geen klikbaar resultaat,,,
3212LN,Geen klikbaar resultaat,,,
3212LT,Geen FNRS-bedrijf (postcode mismatch),,,
3214LD,Geen FNRS-bedrijf (postcode mismatch),,,
3214VP,Geen klikbaar resultaat,,,
3216LB,Geen FNRS-bedrijf (postcode mismatch),,,
3218LB,Geen FNRS-bedrijf (postcode mismatch),,,
3222EJ,Geen FNRS-bedrijf (postcode mismatch),,,
3222ER,Geen FNRS-bedrijf (postcode mismatch),,,
3223LA,Manege Stal Flicka,Achterdijk 10,,0181-314678
3223LB,Geen FNRS-bedrijf (postcode mismatch),,,
3223LM,Geen FNRS-bedrijf (postcode mismatch),,,
3227AG,Geen FNRS-bedrijf (postcode mismatch),,,
3227AH,Geen FNRS-bedrijf (postcode mismatch),,,
3227CC,Geen klikbaar resultaat,,,
32289,Geen FNRS-bedrijf (postcode mismatch),,,
3231LG,Geen klikbaar resultaat,,,
3232LC,Geen FNRS-bedrijf (postcode mismatch),,,
3233LA,Geen FNRS-bedrijf (postcode mismatch),,,
3234KR,Geen FNRS-bedrijf (postcode mismatch),,,
3235KA,Geen FNRS-bedrijf (postcode mismatch),,,
3235KK,Geen FNRS-bedrijf (postcode mismatch),,,
3235KL,Geen klikbaar resultaat,,,
3235KP,Geen FNRS-bedrijf (postcode mismatch),,,
3235LA,Geen FNRS-bedrijf (postcode mismatch),,,
3235LP,Geen FNRS-bedrijf (postcode mismatch),,,
3235NG,Geen FNRS-bedrijf (postcode mismatch),,,
3235NJ,Geen FNRS-bedrijf (postcode mismatch),,,
3235NT,Geen FNRS-bedrijf (postcode mismatch),,,
3235NW,Geen FNRS-bedrijf (postcode mismatch),,,
3235NX,Geen FNRS-bedrijf (postcode mismatch),,,
3235XH,Geen FNRS-bedrijf (postcode mismatch),,,
3237KL,Geen FNRS-bedrijf (postcode mismatch),,,
3237LA,Geen FNRS-bedrijf (postcode mismatch),,,
3238LC,Geen FNRS-bedrijf (postcode mismatch),,,
3238LH,Geen FNRS-bedrijf (postcode mismatch),,,
3238LS,Geen FNRS-bedrijf (postcode mismatch),,,
3241LL,Geen FNRS-bedrijf (postcode mismatch),,,
3243AC,Geen FNRS-bedrijf (postcode mismatch),,,
3243LE,Manege Oostmoer,Oostmoersedijk 2 A,,0187-611242
3244AN,Geen klikbaar resultaat,,,
3245LR,Geen klikbaar resultaat,,,
3245NC,Geen klikbaar resultaat,,,
3247LD,Geen klikbaar resultaat,,,
3248BR,Geen klikbaar resultaat,,,
3253KB,Geen klikbaar resultaat,,,
3255LL,Geen klikbaar resultaat,,,
3255LM,Geen klikbaar resultaat,,,
3255LX,Geen klikbaar resultaat,,,
3258LN,Geen klikbaar resultaat,,,
3261LG,Geen klikbaar resultaat,,,
3262BB,Geen klikbaar resultaat,,,
3262BH,Geen klikbaar resultaat,,,
3263AP,Geen klikbaar resultaat,,,
3263RA,Geen klikbaar resultaat,,,
3264LT,Geen FNRS-bedrijf (postcode mismatch),,,
3271LD,Geen FNRS-bedrijf (postcode mismatch),,,
3273AZ,Geen FNRS-bedrijf (postcode mismatch),,,
3273LM,Manege De Flemming,Stougjesdijk 83 A,,0186-571854
3274KD,Geen FNRS-bedrijf (postcode mismatch),,,
3274NA,Geen FNRS-bedrijf (postcode mismatch),,,
3281KN,Geen FNRS-bedrijf (postcode mismatch),,,
3281KV,Geen FNRS-bedrijf (postcode mismatch),,,
3281LT,Geen FNRS-bedrijf (postcode mismatch),,,
3284KR,Geen FNRS-bedrijf (postcode mismatch),,,
3284LJ,Geen FNRS-bedrijf (postcode mismatch),,,
3284LR,Manege de Mustang,Schoutsdijk 22,,0186-661557
3286LC,Geen klikbaar resultaat,,,
3291CE,Geen klikbaar resultaat,,,
3291LJ,Geen klikbaar resultaat,,,
3291LM,Geen klikbaar resultaat,,,
3292LA,Geen klikbaar resultaat,,,
3311JG,Geen klikbaar resultaat,,,
3317JP,Geen klikbaar resultaat,,,
3328AS,Geen klikbaar resultaat,,,
3328LE,Geen klikbaar resultaat,,,
3329KA,Geen klikbaar resultaat,,,
3329KH,Geen FNRS-bedrijf (postcode mismatch),,,
3329KM,HC Dordrecht,Oude Veerweg 1 A,,0786181456
3329KS,Geen FNRS-bedrijf (postcode mismatch),,,
3329KT,Geen FNRS-bedrijf (postcode mismatch),,,
3329LA,Geen klikbaar resultaat,,,
33334,Geen FNRS-bedrijf (postcode mismatch),,,
3334LB,Geen klikbaar resultaat,,,
3335LD,Geen klikbaar resultaat,,,
3335LJ,RSV De Hoge Devel,Munnikensteeg 15,,078-6100813
3343LE,Geen FNRS-bedrijf (postcode mismatch),,,
3355PM,Geen FNRS-bedrijf (postcode mismatch),,,
3363WB,Geen klikbaar resultaat,,,
3364AK,Stal Alblas,Parallelweg 19 D,,0184419733
3364BC,Geen FNRS-bedrijf (postcode mismatch),,,
3366BE,Geen FNRS-bedrijf (postcode mismatch),,,
3372DV,JGD stables,Watertoren 29,,06-23430432
3373LA,Geen FNRS-bedrijf (postcode mismatch),,,
3381GC,Geen FNRS-bedrijf (postcode mismatch),,,
3381JR,Geen FNRS-bedrijf (postcode mismatch),,,
3381JT,Geen FNRS-bedrijf (postcode mismatch),,,
3381KS,Geen klikbaar resultaat,,,
3401NT,Geen FNRS-bedrijf (postcode mismatch),,,
3401VA,Geen FNRS-bedrijf (postcode mismatch),,,
3402PH,Geen FNRS-bedrijf (postcode mismatch),,,
3405CJ,Geen FNRS-bedrijf (postcode mismatch),,,
3411NB,Geen FNRS-bedrijf (postcode mismatch),,,
3417BN,Geen FNRS-bedrijf (postcode mismatch),,,
3417BR,Geen FNRS-bedrijf (postcode mismatch),,,
3417MC,Geen FNRS-bedrijf (postcode mismatch),,,
3417ME,Geen FNRS-bedrijf (postcode mismatch),,,
3417XG,Geen FNRS-bedrijf (postcode mismatch),,,
3421VJ,Geen FNRS-bedrijf (postcode mismatch),,,
3425EN,Geen klikbaar resultaat,,,
3425TG,Geen klikbaar resultaat,,,
3444BC,Manege Morgenstond,Geestdorp 10 A,,0348-430661
3449HJ,Geen FNRS-bedrijf (postcode mismatch),,,
3451GA,Geen FNRS-bedrijf (postcode mismatch),,,
3451HJ,Geen FNRS-bedrijf (postcode mismatch),,,
3454HX,Geen FNRS-bedrijf (postcode mismatch),,,
3455RM,Geen FNRS-bedrijf (postcode mismatch),,,
3455RN,Geen FNRS-bedrijf (postcode mismatch),,,
3467PC,Geen FNRS-bedrijf (postcode mismatch),,,
3471GV,Geen FNRS-bedrijf (postcode mismatch),,,
3471HJ,Geen FNRS-bedrijf (postcode mismatch),,,
3481BC,Geen FNRS-bedrijf (postcode mismatch),,,
3481CT,Geen FNRS-bedrijf (postcode mismatch),,,
3481GW,Geen FNRS-bedrijf (postcode mismatch),,,
3481LD,Geen FNRS-bedrijf (postcode mismatch),,,
3481LE,Geen FNRS-bedrijf (postcode mismatch),,,
3481LN,Geen FNRS-bedrijf (postcode mismatch),,,
3481LR,Geen FNRS-bedrijf (postcode mismatch),,,
3566MH,Manege 't Hoogt,Gageldijk 103 A,,030-8790547
3573PS,Geen FNRS-bedrijf (postcode mismatch),,,
3573PT,Geen FNRS-bedrijf (postcode mismatch),,,
3581BG,Geen FNRS-bedrijf (postcode mismatch),,,
3584AB,Geen FNRS-bedrijf (postcode mismatch),,,
3584CL,Geen FNRS-bedrijf (postcode mismatch),,,
3601XR,Geen FNRS-bedrijf (postcode mismatch),,,
3602AH,Geen FNRS-bedrijf (postcode mismatch),,,
3615AA,Geen FNRS-bedrijf (postcode mismatch),,,
3621LA,Geen FNRS-bedrijf (postcode mismatch),,,
3621LE,Geen FNRS-bedrijf (postcode mismatch),,,
3632ER,Geen FNRS-bedrijf (postcode mismatch),,,
3632GA,Geen FNRS-bedrijf (postcode mismatch),,,
3633AK,Geen FNRS-bedrijf (postcode mismatch),,,
3640,Geen FNRS-bedrijf (postcode mismatch),,,
3641PH,Geen klikbaar resultaat,,,
3641PR,Manege Mariahoeve,Hoofdweg 85 C,,0297-594466
3641PX,Geen FNRS-bedrijf (postcode mismatch),,,
3641RA,Geen FNRS-bedrijf (postcode mismatch),,,
3641RK,Geen FNRS-bedrijf (postcode mismatch),,,
3645CL,Geen FNRS-bedrijf (postcode mismatch),,,
3646AL,Geen FNRS-bedrijf (postcode mismatch),,,
3646AS,Geen FNRS-bedrijf (postcode mismatch),,,
3646AT,Panta Rhei,1e Velddwarsweg 3,,06-53225656
3646AV,Geen FNRS-bedrijf (postcode mismatch),,,
3648NM,Geen klikbaar resultaat,,,
3707HN,Manege Zeisterbos,Krakelingweg 21 A,,030-6924356
3707NZ,Geen FNRS-bedrijf (postcode mismatch),,,
3709JN,Geen FNRS-bedrijf (postcode mismatch),,,
3722GX,Geen FNRS-bedrijf (postcode mismatch),,,
3723BB,Geen FNRS-bedrijf (postcode mismatch),,,
3723MC,Geen FNRS-bedrijf (postcode mismatch),,,
3731GB,Geen FNRS-bedrijf (postcode mismatch),,,
3732HT,Geen FNRS-bedrijf (postcode mismatch),,,
3732HV,Geen FNRS-bedrijf (postcode mismatch),,,
3732HX,Geen FNRS-bedrijf (postcode mismatch),,,
3734BP,Prinses Maxima Manege,Dolderseweg 170,,030-2291665
3737AD,Geen FNRS-bedrijf (postcode mismatch),,,
3737AJ,Geen FNRS-bedrijf (postcode mismatch),,,
3737BL,Stal van Brenk B.V.,Voordorpsedijk 29,,030-2723755
3737MD,Geen FNRS-bedrijf (postcode mismatch),,,
3737MN,Geen FNRS-bedrijf (postcode mismatch),,,
3737MR,Geen FNRS-bedrijf (postcode mismatch),,,
3737RH,Geen FNRS-bedrijf (postcode mismatch),,,
3738MA,Geen klikbaar resultaat,,,
3738XL,Geen FNRS-bedrijf (postcode mismatch),,,
3743HJ,Geen FNRS-bedrijf (postcode mismatch),,,
3744BW,Geen FNRS-bedrijf (postcode mismatch),,,
3744ML,Geen FNRS-bedrijf (postcode mismatch),,,
3751LC,Geen FNRS-bedrijf (postcode mismatch),,,
3751LD,Stal Groenendaal BV,Zevenhuizerstraat 154,,033-4564429
3751LE,Geen klikbaar resultaat,,,
3752LK,Geen FNRS-bedrijf (postcode mismatch),,,
3754NC,Geen klikbaar resultaat,,,
3755CP,Geen FNRS-bedrijf (postcode mismatch),,,
3755DA,Pensionstal De Paardenstek,Wakkerendijk 31,,035-5314656
3755DC,Geen FNRS-bedrijf (postcode mismatch),,,
3755DH,Geen FNRS-bedrijf (postcode mismatch),,,
3755DL,Geen FNRS-bedrijf (postcode mismatch),,,
3755MR,Geen klikbaar resultaat,,,
3755MT,Geen FNRS-bedrijf (postcode mismatch),,,
3755MX,Geen FNRS-bedrijf (postcode mismatch),,,
3755NM,Geen FNRS-bedrijf (postcode mismatch),,,
3755TA,Geen FNRS-bedrijf (postcode mismatch),,,
3762LB,Training en Handelstal Johan Laseur B.V.,Jachthuislaan 57,,088- 02 24 300
3766AD,Nieuw Eldorado,Bosstraat 81,,035-6018803
3766HZ,Geen FNRS-bedrijf (postcode mismatch),,,
3768HD,Geen FNRS-bedrijf (postcode mismatch),,,
3768HL,Geen klikbaar resultaat,,,
3768HP,Geen FNRS-bedrijf (postcode mismatch),,,
3768ML,Geen FNRS-bedrijf (postcode mismatch),,,
3768MP,Geen FNRS-bedrijf (postcode mismatch),,,
3771RN,Geen FNRS-bedrijf (postcode mismatch),,,
3771RR,Geen FNRS-bedrijf (postcode mismatch),,,
3771SH,Manege De Burght,Valkseweg 128,,0342-413175
3771SK,Geen FNRS-bedrijf (postcode mismatch),,,
3774BV,Geen klikbaar resultaat,,,
3774JP,Geen FNRS-bedrijf (postcode mismatch),,,
3774PK,Geen klikbaar resultaat,,,
3774TK,Geen FNRS-bedrijf (postcode mismatch),,,
3774TN,Geen FNRS-bedrijf (postcode mismatch),,,
3775KM,Geen klikbaar resultaat,,,
3775KV,Geen klikbaar resultaat,,,
3776LR,Geen FNRS-bedrijf (postcode mismatch),,,
3776MG,Geen klikbaar resultaat,,,
3776PX,Geen klikbaar resultaat,,,
3776PZ,Geen FNRS-bedrijf (postcode mismatch),,,
3781LT,Geen klikbaar resultaat,,,
3781NN,Geen klikbaar resultaat,,,
3781PC,Geen FNRS-bedrijf (postcode mismatch),,,
3784VA,Geen klikbaar resultaat,,,
3784WN,Geen klikbaar resultaat,,,
3785KJ,Geen klikbaar resultaat,,,
3785KN,Geen FNRS-bedrijf (postcode mismatch),,,
3791PL,Geen klikbaar resultaat,,,
3791VJ,Geen klikbaar resultaat,,,
3794MV,Geen klikbaar resultaat,,,
3816BW,Geen FNRS-bedrijf (postcode mismatch),,,
3818LA,Geen klikbaar resultaat,,,
3826NE,Geen klikbaar resultaat,,,
3831JS,Geen FNRS-bedrijf (postcode mismatch),,,
3833AA,Geen klikbaar resultaat,,,
3833LD,Geen klikbaar resultaat,,,
3835PP,Geen FNRS-bedrijf (postcode mismatch),,,
3836PA,Geen klikbaar resultaat,,,
3846AV,Geen klikbaar resultaat,,,
3849MR,Geen FNRS-bedrijf (postcode mismatch),,,
3849NN,Geen FNRS-bedrijf (postcode mismatch),,,
3852AM,Geen klikbaar resultaat,,,
3852PB,Geen klikbaar resultaat,,,
3852PL,KNHS,De Beek 125,,0577408300
3853LX,Geen klikbaar resultaat,,,
3853NV,Geen klikbaar resultaat,,,
3853PG,Geen FNRS-bedrijf (postcode mismatch),,,
3861MS,Geen klikbaar resultaat,,,
3862MS,Geen klikbaar resultaat,,,
3862NE,Geen FNRS-bedrijf (postcode mismatch),,,
3862NN,Ludmilla's Hoeve,Slichtenhorsterweg 27,,06-10908058
3862NP,Geen FNRS-bedrijf (postcode mismatch),,,
3862NR,Geen FNRS-bedrijf (postcode mismatch),,,
3862PD,Geen FNRS-bedrijf (postcode mismatch),,,
3862PX,Geen FNRS-bedrijf (postcode mismatch),,,
3862PZ,Geen FNRS-bedrijf (postcode mismatch),,,
3862RN,Geen FNRS-bedrijf (postcode mismatch),,,
3862RV,Geen FNRS-bedrijf (postcode mismatch),,,
3862RW,Geen FNRS-bedrijf (postcode mismatch),,,
3864DZ,Geen klikbaar resultaat,,,
3864MG,Geen FNRS-bedrijf (postcode mismatch),,,
3881RE,Geen klikbaar resultaat,,,
3881ST,Geen klikbaar resultaat,,,
3882LE,Geen FNRS-bedrijf (postcode mismatch),,,
3882LH,Geen klikbaar resultaat,,,
3882RA,Geen klikbaar resultaat,,,
3882RH,Geen klikbaar resultaat,,,
3882RK,Geen klikbaar resultaat,,,
3882RP,Geen klikbaar resultaat,,,
3886PN,Geen klikbaar resultaat,,,
3888MN,Geen klikbaar resultaat,,,
3888MR,Geen klikbaar resultaat,,,
3896LA,Geen klikbaar resultaat,,,
3896LS,Geen klikbaar resultaat,,,
3896LT,Geen klikbaar resultaat,,,
3897LD,Geen klikbaar resultaat,,,
3897LT,Geen klikbaar resultaat,,,
3897LV,Geen klikbaar resultaat,,,
3898LA,Geen klikbaar resultaat,,,
3903LD,Geen klikbaar resultaat,,,
3911SB,Geen klikbaar resultaat,,,
3911SE,Geen klikbaar resultaat,,,
3911TL,Geen klikbaar resultaat,,,
3921DP,Geen klikbaar resultaat,,,
3925MG,Geen klikbaar resultaat,,,
3925MP,Geen klikbaar resultaat,,,
3925ND,Geen klikbaar resultaat,,,
3927CC,Geen klikbaar resultaat,,,
3927CR,Geen klikbaar resultaat,,,
3927EH,Geen klikbaar resultaat,,,
3931MT,Geen klikbaar resultaat,,,
3931MZ,Geen FNRS-bedrijf (postcode mismatch),,,
3931ND,Geen FNRS-bedrijf (postcode mismatch),,,
3931PD,Geen FNRS-bedrijf (postcode mismatch),,,
3931PE,Geen FNRS-bedrijf (postcode mismatch),,,
3931PX,Manege Groenewoude,Ekris 38,,033-2861456
3941DA,Geen klikbaar resultaat,,,
3941MD,Geen klikbaar resultaat,,,
3941PT,Geen FNRS-bedrijf (postcode mismatch),,,
3941SP,Geen FNRS-bedrijf (postcode mismatch),,,
3947BB,Geen klikbaar resultaat,,,
3951KE,Geen FNRS-bedrijf (postcode mismatch),,,
3953ML,Geen klikbaar resultaat,,,
3956KJ,Geen klikbaar resultaat,,,
3956NJ,Geen FNRS-bedrijf (postcode mismatch),,,
3958MD,Geen klikbaar resultaat,,,
3959AR,Geen klikbaar resultaat,,,
3959AT,Geen FNRS-bedrijf (postcode mismatch),,,
3959AW,Geen klikbaar resultaat,,,
3959BE,Geen klikbaar resultaat,,,
3971KD,Geen FNRS-bedrijf (postcode mismatch),,,
3972JJ,Geen klikbaar resultaat,,,
3972MA,Geen klikbaar resultaat,,,
3972MD,Geen FNRS-bedrijf (postcode mismatch),,,
3981AN,Geen klikbaar resultaat,,,
3981HX,Geen klikbaar resultaat,,,
3985SL,Geen klikbaar resultaat,,,
3991LN,Geen FNRS-bedrijf (postcode mismatch),,,
3992LN,Geen klikbaar resultaat,,,
3992LR,Geen klikbaar resultaat,,,
3992LX,Geen klikbaar resultaat,,,
3998NH,Geen klikbaar resultaat,,,
3998WJ,Geen FNRS-bedrijf (postcode mismatch),,,
3999NR,Geen klikbaar resultaat,,,
3999NT,Geen FNRS-bedrijf (postcode mismatch),,,
4011KA,Geen klikbaar resultaat,,,
4011LG,Geen FNRS-bedrijf (postcode mismatch),,,
4021HB,Geen klikbaar resultaat,,,
4021HD,Geen klikbaar resultaat,,,
40229,Geen FNRS-bedrijf (postcode mismatch),,,
4023CG,Geen klikbaar resultaat,,,
4032NV,Geen klikbaar resultaat,,,
4032NZ,Geen FNRS-bedrijf (postcode mismatch),,,
4033AK,Geen klikbaar resultaat,,,
4033CT,Geen klikbaar resultaat,,,
4041VA,Geen klikbaar resultaat,,,
40472,Geen klikbaar resultaat,,,
40474,Geen klikbaar resultaat,,,
40489,Geen klikbaar resultaat,,,
4054NG,Geen klikbaar resultaat,,,
40589,Geen FNRS-bedrijf (postcode mismatch),,,
40595,Geen klikbaar resultaat,,,
40627,Geen klikbaar resultaat,,,
40629,Geen klikbaar resultaat,,,
4064CJ,Geen klikbaar resultaat,,,
40667,Geen klikbaar resultaat,,,
40668,Geen klikbaar resultaat,,,
40670,Geen klikbaar resultaat,,,
40699,Geen FNRS-bedrijf (postcode mismatch),,,
40721,Geen klikbaar resultaat,,,
40723,Geen klikbaar resultaat,,,
40724,Geen FNRS-bedrijf (postcode mismatch),,,
40764,Geen klikbaar resultaat,,,
40789,Geen FNRS-bedrijf (postcode mismatch),,,
40822,Geen klikbaar resultaat,,,
40882,Geen klikbaar resultaat,,,
40883,Geen FNRS-bedrijf (postcode mismatch),,,
40885,Geen klikbaar resultaat,,,
4101BK,Geen klikbaar resultaat,,,
4102NS,Geen FNRS-bedrijf (postcode mismatch),,,
4105LE,Geen klikbaar resultaat,,,
41066,Geen klikbaar resultaat,,,
41068,Geen FNRS-bedrijf (postcode mismatch),,,
4107LJ,Geen klikbaar resultaat,,,
4115LN,Geen klikbaar resultaat,,,
41169,Geen FNRS-bedrijf (postcode mismatch),,,
41179,Geen klikbaar resultaat,,,
4117GV,Geen klikbaar resultaat,,,
41189,Geen FNRS-bedrijf (postcode mismatch),,,
4119LZ,Geen klikbaar resultaat,,,
41238,Geen klikbaar resultaat,,,
4124AJ,Bosgoed BV,Lange Dreef 21,,0653107007
4128LM,Geen klikbaar resultaat,,,
41334,Geen FNRS-bedrijf (postcode mismatch),,,
4133LB,Geen klikbaar resultaat,,,
41352,Geen klikbaar resultaat,,,
41363,Geen FNRS-bedrijf (postcode mismatch),,,
41366,Geen klikbaar resultaat,,,
41372,Geen klikbaar resultaat,,,
4145MP,Geen FNRS-bedrijf (postcode mismatch),,,
41462,Geen klikbaar resultaat,,,
41468,Geen klikbaar resultaat,,,
41472,Geen FNRS-bedrijf (postcode mismatch),,,
4147EX,Geen klikbaar resultaat,,,
41516,Geen klikbaar resultaat,,,
4152GC,Geen FNRS-bedrijf (postcode mismatch),,,
41564,Geen klikbaar resultaat,,,
41569,Geen klikbaar resultaat,,,
4157GR,Geen FNRS-bedrijf (postcode mismatch),,,
4158LE,Geen klikbaar resultaat,,,
4161AA,Geen klikbaar resultaat,,,
4171KD,Geen FNRS-bedrijf (postcode mismatch),,,
41748,Geen klikbaar resultaat,,,
41749,Geen klikbaar resultaat,,,
41751,Geen klikbaar resultaat,,,
41812,Geen FNRS-bedrijf (postcode mismatch),,,
4182PC,Geen klikbaar resultaat,,,
41836,Geen klikbaar resultaat,,,
41844,Geen FNRS-bedrijf (postcode mismatch),,,
4205NG,Geen klikbaar resultaat,,,
4206BC,Geen FNRS-bedrijf (postcode mismatch),,,
4208BA,Geen klikbaar resultaat,,,
4209AX,Geen klikbaar resultaat,,,
42113,Geen klikbaar resultaat,,,
42117,Geen FNRS-bedrijf (postcode mismatch),,,
42119,Geen klikbaar resultaat,,,
4212CZ,Geen FNRS-bedrijf (postcode mismatch),,,
4214KL,Geen klikbaar resultaat,,,
4214KW,Geen klikbaar resultaat,,,
4214LD,Geen FNRS-bedrijf (postcode mismatch),,,
4223MB,Geen klikbaar resultaat,,,
4225NJ,Geen klikbaar resultaat,,,
4233CG,Geen FNRS-bedrijf (postcode mismatch),,,
42369,Geen klikbaar resultaat,,,
4241EB,Geen klikbaar resultaat,,,
4245TW,Geen FNRS-bedrijf (postcode mismatch),,,
4247EV,Geen klikbaar resultaat,,,
42489,Geen FNRS-bedrijf (postcode mismatch),,,
4251NE,Geen klikbaar resultaat,,,
4251XX,Geen klikbaar resultaat,,,
4254LD,Geen klikbaar resultaat,,,
42551,Geen FNRS-bedrijf (postcode mismatch),,,
42553,Geen klikbaar resultaat,,,
42555,Geen klikbaar resultaat,,,
42579,Geen FNRS-bedrijf (postcode mismatch),,,
4261TD,Geen klikbaar resultaat,,,
42697,Geen klikbaar resultaat,,,
42781,Geen FNRS-bedrijf (postcode mismatch),,,
42799,Geen klikbaar resultaat,,,
4285DP,Geen klikbaar resultaat,,,
42929,Geen klikbaar resultaat,,,
4315PH,Geen klikbaar resultaat,,,
4315PK,Geen klikbaar resultaat,,,
4321TE,Geen klikbaar resultaat,,,
4323LP,Geen klikbaar resultaat,,,
4326SC,Geen klikbaar resultaat,,,
4328NG,Geen klikbaar resultaat,,,
4332SM,Geen klikbaar resultaat,,,
4333KN,Geen klikbaar resultaat,,,
4333RJ,Geen klikbaar resultaat,,,
4339PN,Geen klikbaar resultaat,,,
4352SC,Geen klikbaar resultaat,,,
4352SM,Geen klikbaar resultaat,,,
4354KK,Geen klikbaar resultaat,,,
4354SE,Geen klikbaar resultaat,,,
4357RB,Geen klikbaar resultaat,,,
4363RJ,Geen klikbaar resultaat,,,
4364SL,Geen klikbaar resultaat,,,
4371EN,Geen klikbaar resultaat,,,
4371NJ,Geen klikbaar resultaat,,,
4384NM,Geen klikbaar resultaat,,,
4389VE,Geen klikbaar resultaat,,,
4389VJ,Geen klikbaar resultaat,,,
4421PW,Geen klikbaar resultaat,,,
44227,Geen klikbaar resultaat,,,
4423PE,Geen klikbaar resultaat,,,
44265,Geen klikbaar resultaat,,,
44289,Geen klikbaar resultaat,,,
44319,Geen klikbaar resultaat,,,
44329,Geen klikbaar resultaat,,,
44339,Geen klikbaar resultaat,,,
4433RZ,Geen FNRS-bedrijf (postcode mismatch),,,
44357,Geen klikbaar resultaat,,,
44388,Geen klikbaar resultaat,,,
4441SJ,Geen FNRS-bedrijf (postcode mismatch),,,
4443AH,Geen klikbaar resultaat,,,
4451NV,Geen klikbaar resultaat,,,
4454PX,Geen FNRS-bedrijf (postcode mismatch),,,
44577,Geen klikbaar resultaat,,,
44579,Geen FNRS-bedrijf (postcode mismatch),,,
44627,Geen klikbaar resultaat,,,
44628,Geen klikbaar resultaat,,,
44651,Geen FNRS-bedrijf (postcode mismatch),,,
44795,Geen klikbaar resultaat,,,
44797,Geen klikbaar resultaat,,,
